Elements,Times,Dates,Counts,Titles
Water,12:53:00,2013-05-02,30,"Backyard water gardens how to build plant maintain ponds streams fountains"
Gold,09:29:00,2005-06-16,5,"Bacon and beans from a gold pan"
Water,00:00:00,2003-11-02,5,"Balancing water restoring the Klamath Basin"
wood,13:00:00,2005-11-21,62,"Balanta Balo sound recording Talking wood of Casamance"
fire,16:59:00,2005-11-29,1219,"Ball of fire"
fire,19:47:00,2007-04-18,185,"Ball of fire the tumultuous life and comic art of Lucille Ball"
Water,16:43:00,2006-10-13,481,"ballad of Cable Hogue"
fire,14:46:00,2006-05-02,2,"ballad of Little River a tale of race and restless youth in the rural South"
Gold,17:10:00,2006-02-08,213,"ballad of Lucy Whipple"
water,19:33:00,2006-03-23,1,"Ballast water and shipping patterns in Puget Sound considerations for siting of alternative ballast water exchange zones"
Gold,00:00:00,2004-03-04,2,"ballyhoo bonanza Charles Sweeny and the Idaho mines"
Gold,15:47:00,2006-06-14,60,"Bandits moon"
Gold,15:46:00,2005-10-22,23,"Bandits moon sound recording"
gold,11:10:00,2014-03-21,1,"banditti of the Rocky Mountains and Vigilance Committee in Idaho an authentic record of startling adventures in the gold mines of Idaho"
water,18:07:00,2006-07-17,11,"Bangladesh reflections on the water"
fire,14:16:00,2014-03-13,37,"bank on yourself revolution fire your banker bypass wall street and take control of your own financial future"
gold,15:00:00,2006-04-01,34,"Banners of gold"
fire,10:51:00,2009-01-26,41,"Baptism by fire eight presidents who took office in times of crisis"
fire,10:50:00,2014-07-14,6,"Baptism of fire"
water,17:26:00,2005-07-21,11,"barge book"
Fire,11:57:00,2006-01-26,767,"Bark George and more doggie tails"
Gold,10:46:00,2014-12-05,1,"Barkerville days"
Water,09:25:00,2011-03-02,512,"Barking Water"
Water,17:35:00,2007-07-01,1,"baseline study of the benthic community in small streams"
water,00:00:00,2004-12-08,5,"Basic ground water hydrology"
Water,11:46:00,2006-06-14,9,"Basic water treatment"
Water,11:46:00,2006-06-14,9,"Basic water treatment operators manual"
fire,15:25:00,2005-12-12,105,"Basic wilderness survival skills build shelters safety and first aid fire building forage hunt and fish and much more"
wood,14:48:00,2006-01-25,8,"Basketry weaving and design reed weaving the use of wood beads with reeds reed and raffia basketry pine needle basketry"
water,15:00:00,2012-03-03,1,"basses fresh water and marine"
water,14:54:00,2008-08-11,240,"Bathrooms simply add water"
Water,16:15:00,2006-03-29,107,"Bathtub science"
fire,12:25:00,2006-01-20,207,"Batman Deathblow after the fire"
Wood,11:40:00,2010-02-27,34,"Battle of Belleau Wood"
fire,16:20:00,2006-01-03,205,"Battle plan under fire"
fire,14:40:00,2011-07-30,21,"Battlefield angels saving lives under enemy fire from Valley Forge to Afghanistan"
Fire,16:40:00,2008-09-08,78,"Battling blazes have you got what it takes to be a firefighter"
water,14:10:00,2010-06-26,282,Baxter
water,18:07:00,2005-11-15,40,"Be like water practical wisdom from the martial arts"
Fire,11:17:00,2015-01-05,6,"Be safe around fire"
water,16:08:00,2014-12-31,4,"Be safe around water"
water,16:15:00,2006-12-08,127,"Be water my friend the early years of Bruce Lee"
Water,11:20:00,2007-10-18,8,"Beached birds a COASST field guide"
Fire,16:35:00,2006-06-24,7,"Beachmont letters"
Gold,13:29:00,2005-10-30,27,"Bearing witness a Rachel Gold novel"
fire,14:17:00,2005-12-31,25,"Bears discover fire"
Wood,15:53:00,2006-04-07,19,"Beatrice Wood Mama of Dada"
Water,10:36:00,2007-05-12,55,"Beautiful and waterwise gardening for the Pacific Northwest"
gold,17:40:00,2008-10-09,22,"beautiful mine women prospectors of the old West"
fire,14:50:00,2006-06-11,273,"Beaver steals fire a Salish Coyote story"
fire,11:45:00,2007-03-22,83,"Because a fire was in my head"
Gold,18:16:00,2006-05-30,8,"Becoming Georgia"
gold,11:19:00,2006-01-04,101,"Beggar on a beach of gold"
water,14:37:00,2012-12-04,6,"Begin with rock end with water essays"
water,12:35:00,2008-04-27,3,"Beginners guide to fresh water life"
water,00:00:00,2004-08-28,10,"Beginners guide to water colour painting"
water,15:40:00,2007-01-19,9,"beginners handbook of dowsing the ancient art of divining underground water sources"
Wood,12:31:00,2006-01-18,7,"beginners handbook of woodcarving tools tips and techniques for a successful start"
fire,14:26:00,2005-07-01,9,"Beginning to glaze and fire"
Gold,13:32:00,2012-02-16,142,"Behind the masks the diary of Angeline Reddy"
fire,00:00:00,2004-10-03,3,"Behold the fire a novel"
fire,19:52:00,2007-07-25,15,"Beldans fire"
gold,15:55:00,2005-04-25,13,"belt of gold"
fire,00:00:00,2004-08-05,2,"Ben Gurion prophet of fire"
Water,10:09:00,2009-01-12,2,"Benchmarking wastewater operations collection treatment and biosolids management"
water,12:36:00,2006-01-21,81,"Beneath dark water"
Gold,16:03:00,2012-05-25,3,"Beneath the surface thirty years of historical archeology in Skagway Alaska"
wood,15:49:00,2006-03-27,14,"Bent wood and metal furniture 1850 1946"
wood,16:44:00,2006-02-28,79,"bentwood box an activity book for kids from ages 9 12 including adult teaching guides"
wood,11:59:00,2015-01-17,1,"Bergs complete timber test record Ford engineers architects inspectors of wood in construction contractors bridge men etc"
fire,19:43:00,2006-02-21,59,"best friends guide to planning a wedding how to find a dress return the shoes hire a caterer fire the photographer choose a florist book a band and still wind up married at the end of it all"
Fire,13:26:00,2012-04-27,31,"Best hikes near Las Vegas"
Gold,00:00:00,2003-10-25,16,"Best nightmare on earth a life in Haiti"
gold,16:24:00,2006-09-12,5,"best of the gold country a complete whimsical and somewhat opinionated guide to Californias Sierra gold rush area"
wood,15:37:00,2006-02-19,14,"best of wood boxes"
Water,14:35:00,2006-07-25,37,"Beth Chattos damp garden moisture loving plants for year round interest"
Water,12:47:00,2006-01-28,4,"Better than promised an informal history of the Municipality of Metropolitan Seattle"
fire,11:19:00,2005-10-14,12,"Between fire and ice the science of heat"
water,18:00:00,2005-11-15,53,"Between salt water and holy water a history of Southern Italy"
water,16:14:00,2008-06-09,2,"Between the apple blossom the water women writing about gardens"
water,16:26:00,2008-03-12,207,"Between the woods and the water on foot to Constantinople the Middle Danube to the Iron Gates"
water,13:09:00,2011-01-16,1,"Between water and heaven Carl Milles search for American commissions"
water,16:56:00,2010-07-11,25,"Between water and song new poets for the twenty first century"
Water,12:50:00,2008-05-08,3,"Betz handbook of industrial water conditioning"
water,15:19:00,2006-04-06,38,"Beyond soap water and comb a mans guide to good grooming and fitness"
water,14:20:00,2005-12-22,273,"Beyond the basics reading water"
fire,14:40:00,2005-12-11,31,"Beyond the ring of fire"
Fire,17:42:00,2012-07-22,75,"Beyond the wall exploring George R R Martins A Song of Ice and Fire from A Game of Thrones to A Dance with Drago"
Fire,13:05:00,2005-07-28,77,"Beyond Tuesday morning"
Wood,13:27:00,2013-05-26,33,"Big book of whittle fun 31 simple projects you can make with a knife branches other found wood"
fire,14:27:00,2009-11-06,1934,"big burn Teddy Roosevelt and the fire that saved America"
fire,00:00:00,2003-08-12,22,"big burn the Northwests forest fire of 1910"
Water,00:00:00,2004-12-28,5,"Big dam foolishness the problem of modern flood control and water storage"
Fire,14:37:00,2006-02-09,625,"Big Franks fire truck"
gold,11:55:00,2006-03-30,17,"big gold dream"
Fire,15:16:00,2006-01-14,53,"Big machines two"
Gold,12:31:00,2012-12-09,26,"Big Maria"
Fire,15:20:00,2005-12-28,79,"Big red"
Fire,14:55:00,2010-04-14,1,"Big red fire truck"
water,17:27:00,2006-09-08,4,"big splash a scientific discovery that revolutionizes the way we view the origin of life the water we drink the death of the dinosaurs the creation of the oceans the nature of the cosmos and the very future of the Earth itself"
Water,15:26:00,2011-05-17,286,"big thirst the secret life and turbulent future of water"
water,16:59:00,2006-01-03,36,"Big wave stories of riding the worlds wildest water"
fire,13:28:00,2005-07-21,6,"Biker Billy cooks with fire"
fire,13:28:00,2005-07-21,6,"Biker Billys freeway a fire cookbook lifes too short to eat dull food"
Wood,16:36:00,2005-08-26,4,"Bill Days consumer guide to wood stoves wood heaters installation and repair wood furnaces resources"
gold,15:47:00,2009-07-30,32,"Bill James gold mine 2009"
gold,14:39:00,2010-06-29,29,"Bill James gold mine 2010"
Water,16:20:00,2009-03-08,1,"bill to amend the Oil Pollution Act of 1990 to improve that act and for other purposes report to accompany S 1566 including cost estimate of the Congressional Budget Office"
Wood,14:39:00,2008-08-23,39,"Bill Woods business"
fire,14:06:00,2006-01-28,34,"Bingo night at the fire hall the case for cows orchards bake sales fairs"
gold,18:23:00,2006-01-09,305,"Bings gold records"
Water,00:00:00,1995-02-07,1,"Biodetoxification of RCRA Superfund and other toxic wastes using resources of central wastewater treatment plants"
water,15:20:00,2010-03-04,1,"Biofiltration systems for storm runoff water quality control"
Water,14:10:00,2008-11-30,5,"Biology of freshwater pollution"
fire,14:33:00,2009-02-21,298,"Bionicle 4 Trial by fire"
Water,13:42:00,2006-05-18,8,"bird in the waterfall a natural history of oceans rivers and lakes"
fire,18:10:00,2007-10-31,6,"Bird of fire the story of Maria Tallchief"
fire,19:26:00,2011-11-28,60,"Bird on fire lessons from the worlds least sustainable city"
water,16:23:00,2014-05-19,4,"bird on water street"
Fire,14:27:00,2011-01-03,1,"Birds and burns of the interior West descriptions habitats and management in western forests"
fire,15:59:00,2006-02-19,469,"Birds of fire"
Water,17:43:00,2006-04-18,8,"Birds of lake pond and marsh water and wetland birds of eastern North America"
Water,10:55:00,2007-06-11,2,"Birds of sea shore stream"
Water,15:09:00,2014-06-07,2,"Birds of the major mainland rivers of southeast Alaska"
Water,14:56:00,2005-08-15,6,"Birds of the wetlands"
fire,15:54:00,2008-10-18,113,"Birds on fire Jewish music for viols"
fire,16:21:00,2005-12-22,15,"Birthplace of the winds adventuring in Alaskas islands of fire and ice"
Wood,16:36:00,2006-02-25,21,"Biscuit joinery"
Gold,16:41:00,2007-01-24,14,"bite of the gold bug a story of the Alaskan gold rush"
gold,12:05:00,2009-05-12,39,"Bitter gold hearts"
Water,12:57:00,2005-10-08,3,"Bitter sea the human cost of Minamata disease"
water,11:44:00,2014-02-20,18,"Bitter water"
water,12:09:00,2006-07-17,25,"Bitter water blessed hearts"
gold,13:33:00,2013-07-28,2,"Black and gold"
water,16:47:00,2006-06-28,7,"Black duck and water rat"
gold,11:08:00,2006-09-01,10,"Black earth gold sun poems"
fire,00:00:00,2003-12-08,77,"Black fire"
fire,17:21:00,2011-05-24,12,"Black fire African American Quakers on spirituality and human rights"
fire,15:32:00,2006-06-19,4,"Black fire an anthology of Afro American writing"
fire,17:11:00,2012-02-02,8,"Black fire one hundred years of African American Pentecostalism"
Fire,11:54:00,2012-12-31,88,"Black fire the true story of the original Tom Sawyer and of the mysterious fires that baptized Gold Rush era San Francisco"
gold,10:04:00,2005-04-08,417,"Black gold"
gold,19:58:00,2005-12-26,221,"Black gold green"
gold,17:16:00,2006-08-17,41,"Black gold of the sun searching for home in Africa and beyond"
gold,15:33:00,2006-01-06,65,"Black gold stranglehold the myth of scarcity and the politics of oil"
gold,17:02:00,2007-01-24,310,"Black gold the best of Soul Asylum"
gold,17:06:00,2005-06-30,33,"Black gold the lost archives of Jimi Hendrix"
gold,00:00:00,2005-01-26,6,"Black gold the story of oil"
gold,15:40:00,2012-04-04,30,"Black gold the story of oil in our lives"
Fire,19:43:00,2005-12-13,34,"Black hearts and slow dancing"
gold,10:12:00,2011-04-15,1,"Black Hills a minute description of the routes scenery soil climate timber gold geology zoÃ¢Â€Âlogy etc"
Gold,08:32:00,2009-02-06,3,"Black Hills or The last hunting ground of the Dakotahs a complete history of the Black Hills of Dakota from their first invasion in 1874 to the present time"
fire,15:28:00,2014-10-20,30,"Black prophetic fire"
water,14:21:00,2005-10-10,586,"Black water"
water,12:24:00,2010-04-05,112,"Black water A Merci Rayborn novel"
water,11:22:00,2012-04-02,13,"Black water a new American opera"
water,14:15:00,2009-06-18,595,"Black water rising"
water,16:49:00,2006-12-27,27,"Black water transit"
water,00:00:00,2004-01-17,12,"Black water transit a novel"
fire,11:41:00,2008-06-07,14,"Blacker than a thousand midnights"
Gold,10:34:00,2012-01-17,4,"Blacks in Gold Rush California"
gold,12:58:00,2006-12-11,24,"Blacktop cowboys riders on the run for rodeo gold"
fire,17:48:00,2007-03-13,143,"Blade of fire"
fire,11:38:00,2014-04-17,5,"Bladen Cole the fire of greed a Bladen Cole western"
fire,13:10:00,2007-01-18,9,"Blankets of fire U S bombers over Japan during World War II"
water,18:58:00,2013-11-21,15,"Blasphemy a memoir sentenced to death over a cup of water"
Gold,00:00:00,1992-11-10,2,"Blasting hazards of gold mining in sulfide bearing ore bodies"
Fire,11:28:00,2006-01-03,94,Blaze
Gold,13:47:00,2006-11-29,18,"blaze of noon a western story"
Fire,13:36:00,2007-10-05,4,"Blaze the forensics of fire"
water,14:47:00,2006-07-23,3,"Blazing paddles"
fire,17:53:00,2013-10-05,104,"Bleach 58 The fire"
Gold,14:29:00,2012-10-11,9,"Blind CaÃ‚Â¤on a western duo"
Wood,16:29:00,2012-01-23,193,"Block printing basic techniques for linoleum and wood"
Wood,13:41:00,2005-11-23,34,"Block printing craft"
fire,11:35:00,2011-01-27,119,"Blood and fire"
fire,14:02:00,2005-09-12,14,"Blood and fire William and Catherine Booth and their Salvation Army"
gold,11:07:00,2010-03-05,16,"Blood and gold"
gold,09:57:00,2005-12-09,9,"Blood and gold a Ralph Compton novel"
gold,14:17:00,2005-12-31,121,"Blood and gold or The story of Marius"
water,16:57:00,2006-01-12,22,"Blood and water sabotaging Hitlers bomb"
Gold,12:47:00,2007-10-18,14,"Blood bond Shootout at Gold Creek"
Gold,15:35:00,2006-02-12,10,"Blood gold"
water,14:21:00,2012-04-06,270,"Blood in the water"
gold,10:06:00,2010-03-13,77,"Blood iron gold how the railroads transformed the world"
gold,10:11:00,2005-09-24,15,"Blood money Switzerlands Nazi gold"
water,15:56:00,2014-09-16,67,"Blood on the water"
water,13:47:00,2014-09-27,20,"Blood on the water a William Monk novel"
wood,19:21:00,2006-09-11,52,"Blood on the wood"
water,12:38:00,2012-04-23,8,"Blood over water"
water,11:55:00,2010-02-06,71,"Blood water"
water,13:51:00,2006-07-14,5,"Blood water a Pacific Northwest mystery"
Gold,00:00:00,2004-06-20,3,"bloody Bozeman the perilous trail to Montanas gold"
gold,00:00:00,2003-09-04,3,"Bloody gold"
fire,13:21:00,2006-08-25,358,"Blossoms of fire"
water,00:00:00,2001-05-14,6,"Blow for the landing a hundred years of steam navigation on the waters of the West"
gold,15:53:00,2011-04-03,34,"Blue and gold"
Fire,17:07:00,2009-08-21,1,"Blue Birds junior organization of the Camp Fire Girls"
Water,15:05:00,2008-02-02,166,"Blue covenant the global water crisis and the coming battle for the right to water"
water,15:56:00,2007-08-22,115,"blue death disease disaster and the water we drink"
fire,15:05:00,2006-07-31,96,"Blue fire"
fire,13:31:00,2005-12-19,52,"blue fire selected writings"
Fire,12:22:00,2005-12-21,146,"Blue flame"
Water,13:20:00,2014-01-21,31,"Blue future protecting water for people and the planet forever"
gold,15:55:00,2005-10-13,244,"Blue gold a novel from the Numa files"
gold,16:17:00,2005-12-29,230,"Blue gold the fight to stop the corporate theft of the worlds water"
gold,19:20:00,2009-04-28,1088,"Blue gold world water wars"
Water,14:55:00,2014-07-30,39,"Blue mind the surprising science that shows how being near in on or under water can make you happier healthier more connected and better at what you do"
Water,14:17:00,2005-11-25,19,"Blue planet"
Water,16:45:00,2011-10-12,35,"Blue revolution unmaking Americas water crisis"
water,16:57:00,2006-05-23,147,"Blue water"
water,16:25:00,2005-11-13,5,"Blue water a guide to self reliant sailboat cruising"
water,12:40:00,2008-04-02,1,"blue water cookbook"
water,17:06:00,2006-05-22,262,"Blue water destinations Panama Canal to the Galapagos Islands"
water,17:37:00,2006-05-09,174,"Blue water destinations Tahiti to Tonga Fiji"
water,14:14:00,2014-10-27,7,"Blue water dreams"
water,16:25:00,2012-08-21,90,"Blue water green skipper a memoir of sailing alone across the Atlantic"
water,14:53:00,2005-12-26,19,"Blue water hunters"
