title,Dewey,Counts,Average,Standard Dev,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Pie it forward pies tarts tortes galettes other pastries reinvented,0.8652,111,9.25,13.9357291,0,0,0,0,0,0,25,44,18,14,9,1
Classic home desserts a treasury of heirloom and contemporary recipes from around the world,0.86,111,8.75,12.1440221,0,0,0,0,11,44,15,7,10,5,6,7
163 best paleo slow cooker recipes 100% gluten free,0.5884,111,9.25,16.55912273,0,0,0,0,0,0,0,8,55,27,12,9
500 best quinoa recipes 100% gluten free super easy superfood,0.631,111,9.25,16.41022409,0,0,0,0,0,0,0,53,27,19,9,3
Bread,0.815,111,9,9.601136296,26,16,15,17,22,6,4,2,0,0,0,0
How it all vegan irresistible recipes for an animal free diet,0.5636,111,9.25,10.83030261,0,0,0,0,0,0,21,29,24,13,11,13
Bibas Italy favorite recipes from the splendid cities,0.5945,111,8.75,7.863899102,20,21,14,13,16,10,4,4,0,2,1,0
Hot chocolate 50 heavenly cups of comfort,0.875,111,9.166666667,7.732262204,0,26,12,15,16,14,5,9,3,7,1,2
best places Northwest desserts cookbook,0.86,111,8.916666667,10.94995503,33,22,21,12,9,3,3,4,0,0,0,0
Hirokos American kitchen cooking with Japanese flavors,0.59521,111,9.25,13.32205963,0,0,0,0,0,0,4,43,22,19,13,10
Pasta Italiana 100 recipes from fettuccine to conchiglie,0.822,111,9.25,10.66962554,0,0,0,0,0,0,23,27,20,14,19,8
Skinny smoothies 101 delicious drinks that help you detox and lose weight,0.2,111,9.25,15.69090646,0,0,0,0,0,0,0,42,39,20,5,5
fundamental techniques of classic cuisine,0.5944,111,9.083333333,11.64207365,0,0,16,40,20,9,6,9,4,3,1,1
Eating history 30 turning points in the making of American cuisine,0.30973,111,9,10.74497769,0,0,0,24,36,10,9,7,6,6,8,2
Southern plate classic comfort food that makes everyone feel like family,0.5975,111,8.833333333,12.06673363,0,0,0,0,14,41,16,17,8,6,4,0
anti cancer cookbook how to cut your risk with the most powerful cancer fighting foods,0.5631,111,9.083333333,13.03462754,0,0,0,12,45,23,7,7,5,5,3,2
Ballykissangel cookbook,0.59415,111,9.166666667,6.617241025,13,16,14,19,17,12,4,5,3,0,4,3
wholesome baby food guide over 150 easy delicious and healthy recipes from purees to solids,0.56222,111,9.166666667,11.75378727,0,0,0,0,0,0,17,29,30,11,19,4
Vietnamese collection,0.59597,111,9.083333333,11.24486415,25,27,28,13,5,6,3,2,0,0,0,0
Living in the raw recipes for a healthy lifestyle,0.5636,111,9.25,13.21242528,21,23,38,22,7,0,0,0,0,0,0,0
Hip sips modern cocktails to raise your spirits,0.874,111,8.916666667,12.37635821,0,30,34,15,17,8,2,1,0,0,0,0
Watashi no obento,0.534,111,9.166666667,8.343024668,18,16,22,13,22,3,4,4,2,2,2,2
Weight Watchers new complete cookbook,0.5635,111,9,14.23823278,35,28,32,13,0,0,0,0,0,0,0,0
Vinaigrettes and other dressings 60 sensational recipes to liven up greens grains slaws and every kind of salad,0.814,111,9.25,12.51998403,0,0,0,0,0,0,0,35,24,14,23,15
Adventures of an Italian food lover with recipes from 254 of my very best friends,0.5945,111,9,13.17021433,0,42,27,13,10,10,3,3,0,0,0,0
Christinas cookbook recipes and stories from a Northwest Island kitchen,0.59795,111,9.083333333,9.159777025,25,19,18,21,8,5,8,0,1,2,2,0
Holiday food,0.568,111,9.083333333,8.195989411,18,24,19,16,7,11,4,2,3,2,3,0
flax cookbook recipes and strategies to get the most from the most powerful plant on the planet,0.6352,111,8.916666667,9.059985283,17,22,16,24,13,8,3,3,1,0,0,0
Divvies bakery cookbook no nuts no eggs no dairy just delicious,0.815,111,8.583333333,14.67501484,0,0,0,0,46,31,9,7,6,3,0,1
Spain recipes and traditions from the Verdant Hills of the Basque contry to the coastal waters of Andalucia,0.5946,111,9.25,13.98781938,0,0,0,0,0,0,0,13,45,21,20,12
Mantra the rules of indulgence,0.5954,111,8.25,10.42832681,0,0,26,32,13,6,6,6,5,1,1,3
Pomegranates and roses my Persian family recipes,0.59,111,9.25,11.19354522,0,0,0,0,0,0,17,32,25,15,11,11
essential diabetes cookbook good healthy eating from around the world,0.56314,110,8.916666667,9.912878064,0,0,0,0,0,32,17,17,12,12,9,8
pleasures of slow food celebrating authentic traditions flavors and recipes,0.5,110,9,11.42564898,25,19,33,17,5,1,2,1,3,2,0,0
Cleaving a story of marriage meat and obsession,0.5092,110,8.583333333,12.99271358,0,0,0,4,44,23,11,10,3,5,1,2
Veggie revolution smart choices for a healthy body and a healthy planet,0.65,110,9.083333333,8.638795511,17,15,23,17,18,11,5,0,3,0,0,0
Vegetarian for a new generation seasonal vegetable dishes for vegetarians vegans and the rest of us,0.5636,110,9.166666667,16.74315781,0,0,0,0,0,0,0,0,50,36,14,10
Modernist cuisine the art and science of cooking Volume 3 Animals and plants,0.5,110,8.916666667,8.908201873,0,0,0,0,0,22,19,16,16,18,11,5
Basque table passionate home cooking from one of Europes great regional cuisines,0.5946,110,9,9.981801623,9,10,25,23,25,9,5,0,1,1,0,0
secret life of food,0.5,110,8.916666667,10.69798905,28,13,25,22,11,5,1,2,0,0,0,0
Coffee grounds for debate,0.3373,110,9.083333333,10.21993002,0,0,0,0,0,28,20,20,20,9,7,5
MÃ¢Â€Âšxico the beautiful cookbook authentic recipes from the regions of Mexico,0.5972,110,8.916666667,9.548520431,27,17,9,16,15,19,4,0,0,0,0,0
fireside cook book the classic guide to fine cooking for beginner and expert,0.5973,110,8.75,9.304202374,0,0,12,33,17,12,9,7,5,5,5,0
Death Co modern classic cocktails,0.874,110,9.166666667,15.06853032,0,0,0,0,0,0,0,0,21,46,25,18
Martha Stewarts vegetables inspired recipes and tips for choosing cooking and enjoying the freshest seasonal flavors,0.65,110,9.166666667,21.47655522,0,0,0,0,0,0,0,0,0,0,51,59
Every night Italian 120 simple delicious recipes you can prepare in 45 minutes or less,0.5945,110,9.083333333,5.468227789,12,5,4,21,18,8,5,7,11,5,7,6
bar a spirited guide to cocktail alchemy,0.874,110,9.166666667,9.599558071,24,17,11,21,12,21,3,1,0,0,0,0
cucina the regional cooking of Italy,0.5945,110,8.583333333,19.34593372,0,0,0,4,68,15,6,10,0,0,0,0
Si fang liao li gen zhu ming ren xue zuo cai,0.5951,110,9.166666667,9.814954576,28,23,19,14,12,4,5,3,2,0,0,0
Easy tasty Italian add some magic to your everyday food,0.5945,110,9,14.13570592,0,0,0,0,8,50,15,16,5,8,6,0
Fresh and light 180 new recipes and flavour packed ideas to find the perfect balance,0.5,110,9.166666667,14.31358753,0,0,0,0,0,0,0,0,34,35,25,16
How to celebrate everything recipes and rituals for birthdays holidays family dinners and every day in between,0.568,110,9.166666667,23.54814539,0,0,0,0,0,0,0,0,0,0,32,78
Culinaria Greece Greek specialties,0.59495,110,9,13.01747078,0,0,0,39,25,22,11,9,2,0,0,0
My Mexico a culinary odyssey with recipes,0.5972,110,9.166666667,16.94286298,0,0,0,0,0,0,0,14,59,16,8,13
Pacific Northwest recipes,0.59795,110,9.166666667,10.74356749,0,0,0,0,0,0,21,29,19,19,15,7
taste of sweet our complicated love affair with our favorite treats,0,110,8.666666667,20.34401111,0,0,71,18,9,0,1,1,1,2,1,0
Sunset eating up the West Coast the best road trips restaurants and recipes from California to Washington,0.5978,110,9.166666667,17.78065002,0,0,0,0,0,0,0,0,0,51,38,21
Guo ran shi hao cha,0.3372,110,9.166666667,9.542568106,0,31,17,18,15,12,6,4,3,1,1,2
Extreme lo carb cuisine 250 fabulous recipes with virtually no carbohydrates,0.56383,110,9,8.246211251,16,12,10,15,19,23,10,2,1,0,0,0
Salmon a cookbook,0.692,110,9,9.065418809,25,15,19,12,9,20,6,2,0,0,0,0
Semi homemade desserts,0.86,110,8.916666667,13.04160011,28,22,37,13,4,1,1,0,1,0,0,0
Cool world cooking fun and tasty recipes for kids,0.59,110,9.166666667,12.48878285,0,0,0,0,0,0,0,12,29,27,29,13
Southwestern vegetarian,0.5636,110,9,9.005049089,22,10,23,22,9,12,6,2,1,1,0,0
African kitchen a day in the life of a safari chef,0.596,110,8.916666667,6.707639245,18,16,17,17,11,10,5,5,3,3,1,1
Rasoi new Indian kitchen,0.5954,110,8.916666667,10.05854077,0,0,0,0,30,23,12,13,16,7,4,2
Sephardic flavors Jewish cooking of the Mediterranean,0.5676,110,8.916666667,9.394953513,15,18,13,29,15,11,2,4,0,0,0,0
sweet life diabetes without boundaries,0.56314,110,9.166666667,12.08931409,0,0,0,0,0,14,41,21,10,10,7,7
Culinary Mexico authentic recipes and traditions,0.5972,110,8.833333333,10.10700327,0,24,26,19,15,7,13,2,0,0,0,0
Lebanese cuisine more than 200 simple delicious authentic recipes,0.59569,110,9.083333333,8.500891219,18,13,11,14,27,10,11,5,0,0,0,0
Happy herbivore light lean over 150 low calorie recipes with workout plans for looking and feeling great,0.5635,110,9.166666667,15.21860902,0,0,0,0,0,0,0,0,44,30,24,12
taste of Madras a South Indian cookbook,0.59548,110,9,8.923920867,23,18,14,19,16,13,2,3,0,0,0,0
70 traditional African recipes authentic classic dishes from all over Africa adapted for the Western kitchen all shown step by step in 300 simple to follow photographs,0.596,110,8.916666667,15.22831295,0,0,0,52,22,14,7,8,2,2,0,0
Lucindas authentic Jamaican kitchen,0.59729,110,8.916666667,4.851585183,16,12,14,7,9,13,14,5,8,4,4,1
Good cheap eats everyday dinners and fantastic feasts for 10 or less,0.552,110,9.166666667,19.21095016,0,0,0,0,0,0,0,0,0,62,30,18
Culinaria Hungary,0.59439,109,9.083333333,9.472048193,0,0,0,27,25,16,9,7,14,3,4,4
Fantastico little Italian plates from Rick Tramontos kitchen,0.5945,109,8.583333333,11.97313913,0,7,40,12,16,19,7,1,1,0,0,0
One pan wonders fuss free meals for your sheet pan Dutch oven skillet roasting pan casserole and slow cooker,0.82,109,9.083333333,31.46558967,0,0,0,0,0,0,0,0,0,0,0,109
YucatÃ‚Â n recipes from a culinary expedition,0.59726,109,9.083333333,15.23428152,0,0,0,0,0,0,0,0,34,41,25,9
D I Y delicious recipes and ideas for simple food from scratch,0.5,109,8.666666667,17.07913844,0,0,0,0,0,58,24,11,6,2,3,0
Brownies to die for,0.8653,109,8.833333333,8.332121124,25,16,13,14,19,5,6,4,4,0,0,0
What else is to eat the dairy egg and nut free food allergy cookbook,0.56318,109,8.75,16.58106807,0,0,8,58,14,17,2,5,1,0,0,0
year of beer 260 seasonal homebrew recipes,0.873,109,8.916666667,10.85824641,13,17,24,24,25,4,0,0,0,0,0,0
Holiday cooking around the world revised and expanded to included new low fat and vegetarian recipes,0.568,109,8.583333333,6.473137968,6,15,18,17,16,10,8,4,3,5,0,1
World food alphabet,0.3,109,9.083333333,12.07896995,0,0,0,0,0,0,0,23,18,34,19,15
Joy of cooking All about chicken,0.665,109,9,8.903523307,22,26,19,14,8,3,5,4,2,2,2,1
Bakeless sweets pudding panna cotta fluff icebox cake and more no bake desserts,0.86,109,9.083333333,14.61915514,0,0,0,0,0,0,0,41,35,17,11,5
taste of Washington favorite recipes from the Evergreen State,0.59797,109,9.083333333,18.61796949,0,0,0,0,0,0,0,0,0,59,31,19
Tu si pi sa bian bian bian chao jian dan de chuang yi dian xin da ji he,0.815,109,9.083333333,6.999458854,15,17,19,16,9,11,13,4,3,1,1,0
In the charcuterie the Fatted Calfs guide to making sausage salumi pates roasts confits and other meaty goods,0.36,109,9.083333333,12.40570494,0,0,0,0,0,0,0,23,33,26,17,10
Tales from the vineyard First taste,0.22,109,9,11.62286148,30,24,28,10,5,8,3,0,0,0,0,0
Stonewall Kitchen breakfast a collection of great morning meals,0.52,109,8.583333333,14.64400798,0,0,0,0,20,51,11,8,6,4,2,1
Ancient wisdom modern kitchen recipes from the East for health healing and long life,0.595,109,8.5,10.94199583,0,0,0,0,39,13,13,6,10,11,8,2
food of Taiwan recipes from the beautiful island,0.59512,109,9.083333333,17.20178814,0,0,0,0,0,0,0,0,0,46,40,23
Preserving for all seasons,0.4,109,8.666666667,10.67991601,13,28,28,12,15,7,1,0,0,0,0,0
Perfect pops the 50 best classic cool treats,0.863,109,8.5,10.06795095,0,0,0,0,0,21,28,16,15,16,4,2
300 low carb slow cooker recipes healthy dinners that are ready when you are,0.5884,109,9.083333333,12.01860931,0,0,0,0,0,0,0,30,27,23,14,15
Luscious coconut desserts,0.86,109,8.5,13.24249359,0,0,0,0,46,19,9,12,8,5,2,1
Salmon,0.692,109,8.833333333,8.653253023,29,12,21,10,6,6,6,5,10,1,0,0
Scott Conants new Italian cooking more than 125 recipes for everyday eating relaxed weekend cooking and elegant entertaining,0.5945,109,8.833333333,11.01101377,36,14,23,8,11,5,1,6,1,1,0,0
southerly course recipes stories from close to home,0.5975,109,8.666666667,18.99920254,0,0,0,0,0,67,16,9,5,4,2,1
Knack healthy snacks for kids recipes for nutritious bites at home or on the go,0.5636,109,8.75,8.73992927,0,0,0,0,27,20,12,16,8,6,7,9
Cooking light global kitchen the worlds most delicious food made easy,0.59,109,9.083333333,15.482884,0,0,0,0,0,0,0,0,41,39,16,13
Recipes for dairy free living,0.563,109,9,10.79562201,13,18,34,18,14,9,2,0,0,0,0,0
History in a glass sixty years of wine writing from Gourmet,0.2209,109,8.833333333,11.44817042,27,16,20,31,4,2,0,1,0,3,1,1
Real food has curves how to get off processed food lose weight and love what you eat with more than 100 recipes,0.563,108,8.666666667,15.84776057,0,0,0,0,56,15,8,14,5,3,0,3
Hanoi street food cooking travelling in Vietnam,0.59597,108,9,12.38033632,0,0,0,0,0,0,0,30,31,22,13,12
no salt lowest sodium cookbook hundreds of favorite recipes created to combat congestive heart failure and dangerous hypertension,0.5632,108,8.833333333,5.589492306,17,21,9,7,12,11,7,4,4,7,4,3
chefs life Season 2,0.5092,108,9,18.20089908,0,0,0,0,0,0,0,0,0,54,38,16
Marcella cucina,0.5945,108,8.916666667,6.960385743,10,12,20,19,17,2,3,11,5,5,3,0
how can it be gluten free cookbook Volume 2,0.56318,108,9,18.37488404,0,0,0,0,0,0,0,0,0,19,58,31
Sushi the beginners guide,0.392,108,9,13.30755083,0,0,0,0,0,0,0,39,29,17,13,10
Pure food a chefs handbook for eating clean with healthy delicious recipes,0.302,108,9,21.53643847,0,0,0,0,0,0,0,0,0,0,65,43
Yummy desserts you can make in 5 to 30 minutes,0.86,108,8.75,14.29637589,0,0,0,0,2,50,18,13,9,9,2,2
Beard on bread,0.815,108,9,9.224473377,17,24,16,25,6,8,3,7,2,0,0,0
Slow food story,0.013,108,9,16.49793375,0,0,0,0,0,0,0,0,0,38,41,29
Mediterranean cookbook fresh fast and easy recipes from Spain Provence and Tuscany to North Africa and the Middle East,0.59182,108,9,13.95447142,0,0,0,0,0,0,0,0,32,35,24,17
Wild edible mushrooms tips and recipes for every mushroom hunter,0.358,108,9,11.52862051,0,0,0,0,0,0,28,28,24,12,11,5
More of Americas best bread machine baking recipes,0.815,108,9,7.769403862,7,14,18,18,22,14,6,3,4,0,1,1
Betty Crockers diabetes cookbook everyday meals easy as 1 2 3,0.56314,108,8.916666667,9.567542986,0,0,8,23,31,14,11,5,6,2,4,3
Boulevard the cookbook,0.50979,108,8.75,11.36281815,40,17,14,11,4,10,1,2,1,1,3,1
Slow cookers for dummies,0.5884,108,8.75,11.67845725,34,18,24,17,5,7,0,0,0,0,0,0
Bread illustrated a step by step guide to achieving bakery quality results at home,0.815,108,9,21.2303385,0,0,0,0,0,0,0,0,0,0,47,61
complete Mediterranean cookbook 500 vibrant kitchen tested recipes for living and eating well every day,0.59182,108,9,31.17691454,0,0,0,0,0,0,0,0,0,0,0,108
George Stellas livin low carb family recipes Stella style,0.56383,108,8.833333333,8.515582864,6,22,12,9,18,23,10,6,0,0,0,0
food cooking of Peru traditions ingredients tastes techniques 65 classic recipes,0.5985,108,8.75,10.0826133,0,0,0,0,23,29,13,18,11,6,4,1
Fish on a first name basis how fish is caught bought cleaned cooked and eaten,0.692,108,8.833333333,13.40850024,26,44,9,9,6,10,0,2,0,0,0,0
Blue Ginger East meets West cooking with Ming Tsai,0.595,108,9,9.629500129,23,16,25,19,11,8,6,0,0,0,0,0
Macarons 50 exquisite recipes shown in 200 beautiful photographs,0.8654,108,9,13.32802925,0,0,0,0,0,0,0,0,29,26,28,25
Yue chi yue nian qing gen zhe Riben yang sheng ming jia jin chu fang,0.5952,108,8.916666667,12.85908475,0,0,0,28,37,22,10,4,4,0,2,0
new vegan fresh fabulous and fun,0.5636,108,8.666666667,11.76538322,33,26,23,9,6,1,3,1,1,1,0,0
Sopranos family cookbook as compiled by Artie Bucco,0.5,108,8.833333333,13.10678751,36,32,16,9,13,0,0,0,0,0,0,0
Dakshin vegetarian cusine from South India,0.5954,108,9,8.994948077,23,20,16,14,20,3,6,6,0,0,0,0
Betty Crocker cookbook for women the complete guide to womens health and wellness at every stage of life,0.5,108,8.916666667,10.19320927,0,23,33,17,3,9,3,7,5,2,3,2
Mastering the grill the owners manual for outdoor cooking,0.5784,107,8.75,12.05385642,0,17,43,12,10,7,3,8,0,2,3,0
Vegan holiday cooking from Candle Cafe celebratory menus and recipes from New Yorks premier plant based restaurants,0.5636,107,8.916666667,15.04815503,0,0,0,0,0,0,0,0,18,45,30,14
Simply ancient grains fresh and flavorful whole grain recipes for living well,0.631,107,8.916666667,17.84508251,0,0,0,0,0,0,0,0,0,51,40,16
grapes of wine the fine art of growing grapes and making wine,0.22,107,8.666666667,14.07340066,0,0,0,49,21,8,10,7,2,2,4,1
World Food CafÃ¢Â€Âš global vegetarian cooking,0.5636,107,8.833333333,9.103778769,16,22,18,25,10,5,2,5,2,1,0,0
Sweet vegan a collection of all vegan some gluten free and a few raw desserts,0.86,107,8.583333333,10.57835125,0,0,0,0,0,29,26,19,10,8,3,8
Quiches kugels and couscous my search for Jewish cooking in France,0.5676,107,8.666666667,11.40441169,0,0,0,0,28,35,11,5,4,8,9,4
cheese companion the connoisseurs guide,0.373,107,8.916666667,8.81587755,12,21,22,19,17,7,4,5,0,0,0,0
vegetarian table America,0.5636,107,8.833333333,9.552090046,14,14,18,29,17,9,3,2,0,0,0,0
cake mix doctor returns,0.8653,107,8.416666667,13.30384998,0,0,0,20,40,27,6,4,4,0,0,0
How to be a better foodie a bulging little book for the truly epicurious,0.3,107,8.583333333,10.83310023,0,15,34,22,14,9,5,2,2,0,0,0
Biscotti recipes from the kitchen of the American Academy in Rome,0.5945,107,8.583333333,12.16147668,0,0,0,0,0,42,11,15,16,10,6,3
Chocolate vanilla,0.6374,107,8.666666667,9.613752775,7,30,16,22,11,9,3,3,0,0,3,0
Happy birthday,0.8653,107,8.583333333,12.39837477,22,24,36,7,13,0,1,0,0,0,0,0
new American cooking,0.5973,107,8.25,13.03230252,46,14,4,16,9,3,1,1,1,0,2,2
Morocco a culinary journey with recipes from the spice scented markets of Marrakech to the date filled oasis of Zagora,0.5964,107,8.916666667,13.85941317,0,0,0,0,0,0,24,40,23,19,1,0
cooks book of intense flavors 101 surprising flavor combinations and extraordinary recipes that excite your palate and pleasure your senses,0.59,107,8.583333333,11.14742802,0,0,0,0,9,34,21,22,6,6,4,1
Chez Panisse pasta pizza calzone,0.8,107,8.75,13.38333428,5,2,30,32,30,6,0,0,0,0,0,0
Sandra Lee semi homemade weeknight wonders,0.555,107,8.916666667,12.55140943,0,0,0,12,43,18,14,11,7,2,0,0
Pickles pigs whiskey recipes from my three favorite food groups and then some,0.5975,107,8.916666667,14.58802955,0,0,0,0,0,0,0,13,46,27,16,5
Ayurvedic cooking for westerners familiar western food prepared with Ayurvedic principles,0.5636,107,8.666666667,16.49977043,52,16,30,6,0,0,0,0,0,0,0,0
Simply sugar and gluten free 180 easy and delicious recipes you can make in 20 minutes or less,0.563,107,8.916666667,11.46899642,0,0,0,0,0,10,35,24,19,9,7,3
Cooking the Russian way,0.5947,107,8.75,6.995128175,9,11,25,11,16,11,9,5,0,4,3,1
Lets throw a Halloween party,0.568,107,8.916666667,8.805559539,0,0,0,0,0,4,16,21,15,18,17,16
