title,deweyClass,Counts,STD,Average,2006-1,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2006-10,2006-11,2006-12,2007-1,2007-2,2007-3,2007-4,2007-5,2007-6,2007-7,2007-8,2007-9,2007-10,2007-11,2007-12,2008-1,2008-2,2008-3,2008-4,2008-5,2008-6,2008-7,2008-8,2008-9,2008-10,2008-11,2008-12,2009-1,2009-2,2009-3,2009-4,2009-5,2009-6,2009-7,2009-8,2009-9,2009-10,2009-11,2009-12,2010-1,2010-2,2010-3,2010-4,2010-5,2010-6,2010-7,2010-8,2010-9,2010-10,2010-11,2010-12,2011-1,2011-2,2011-3,2011-4,2011-5,2011-6,2011-7,2011-8,2011-9,2011-10,2011-11,2011-12,2012-1,2012-2,2012-3,2012-4,2012-5,2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2013-1,2013-2,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-10,2013-11,2013-12,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12
Cook this not that kitchen survival guide the no diet weight loss solution,641.5635,659,8.214868927,4.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,49,22,32,25,17,23,18,19,16,21,17,21,19,20,12,6,8,7,9,11,4,6,9,6,11,5,8,5,5,11,6,5,4,3,6,5,4,8,7,3,4,3,3,2,0,4,4,3,3,2,2,1,0,2,0,0,1,3,2,2,1,2,0,1,1,0,0,0,0,1,0,3,0,1,0,2,1,0,0,3,1,0,1,2,1,0,1,0,0,0,2,0,0,1
Hungry Girl recipes and survival strategies for guilt free eating in the real world,641.5635,655,8.900337421,4.472222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,42,34,41,28,30,16,18,19,18,27,33,14,31,28,14,24,7,7,14,12,14,4,11,12,12,5,4,4,0,4,10,11,3,5,5,1,2,2,3,2,1,0,2,3,7,2,0,1,1,0,0,0,3,2,0,2,0,1,0,1,1,0,1,0,0,0,1,1,1,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh she glows cookbook over 100 vegan recipes to glow from the inside out,641.5636,653,7.110430823,4.534722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,14,19,20,22,18,17,19,11,16,19,13,21,17,13,14,19,15,17,11,11,16,14,20,15,13,18,12,12,11,11,17,15,17,14,13,16,8,8,6,14,8,12,6,3
Hungry girl 200 under 200 200 recipes under 200 calories,641.5635,652,8.885218927,4.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,33,43,31,25,37,37,39,30,17,19,8,13,12,9,10,4,3,9,9,15,8,17,7,9,8,3,3,1,4,4,1,5,5,8,3,3,3,2,3,5,2,4,3,5,6,3,1,5,4,2,1,5,1,0,0,0,3,0,2,2,2,0,0,0,0,2,0,2,1,2,0,0,3,1,2,2,2,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Love soup 160 all new vegetarian recipes from the author of The vegetarian epicure,641.5636,648,7.481208653,4.368055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,28,25,16,24,32,37,30,35,8,15,9,19,8,22,30,7,11,15,7,7,8,3,7,7,2,4,5,8,3,4,5,4,3,4,6,6,4,5,7,10,2,3,4,0,2,1,3,3,5,5,10,4,3,1,2,2,3,1,2,5,0,4,3,4,5,0,1,2,2,3,2,4,2,1,2,1,1,0,0,2,0,1,3,5,1,3,0,2,0,0,0,0,1,1,0,0,2,2
Timber Press guide to vegetable gardening in the Pacific Northwest,635,647,6.852080005,4.493055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,24,25,20,17,14,15,5,9,21,15,26,20,6,12,6,12,12,11,3,8,17,15,12,11,12,6,10,15,9,6,6,5,9,20,13,15,7,6,13,5,3,6,4,3,9,8,13,7,8,8,7,11,6,3,4,2
vegetable gardeners book of building projects raised beds cold frames compost bins planters plant supports trellises harvesting and storage aids,635,646,6.527674039,4.319444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,26,11,17,19,20,14,16,5,16,23,27,20,11,8,10,2,4,3,5,7,9,11,15,13,26,6,5,2,5,4,4,4,6,9,15,8,5,9,1,4,5,2,2,2,6,8,10,6,6,6,4,4,4,0,1,1,2,7,3,4,4,4,2,2,4,2,7,1,1,6,7,2,2,4,2,0,2,4,0,2,0,5,2,3,1,1,1,2,2,1,0,0
Forks over knives the cookbook over 300 recipes for plant based eating all through the year,641.5636,644,6.465556341,4.472222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19,22,18,23,19,20,27,16,25,14,17,10,12,9,14,12,11,14,11,11,12,11,19,9,11,10,9,8,7,8,6,7,8,13,6,9,4,8,5,8,7,8,4,3,8,6,4,5,8,5,4,4,3,3,2,4,3,6,6,8,13,2,1
Thug Kitchen eat like you give a fuck,641.5636,642,7.975377318,4.458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,18,30,20,28,25,22,21,22,22,22,18,19,20,27,21,17,19,16,20,13,14,17,12,13,12,9,12,12,8,13,9,17,13,11,16,11,5
Sunset Western garden book of edibles the complete A to Z guide to growing your own vegetables herbs and fruits,635,620,10.65584387,4.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,74,49,37,18,9,14,7,7,4,8,23,20,19,24,16,3,16,5,8,4,3,3,6,7,14,16,10,5,8,0,6,4,0,2,0,8,7,7,7,3,2,4,4,0,0,0,3,3,5,3,3,2,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clean food a seasonal guide to eating close to the source with more than 200 recipes for a healthy and sustainable you,641.5636,616,8.115399115,4.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,35,29,22,21,28,25,43,23,20,13,18,7,19,15,22,18,20,23,16,9,7,4,4,2,4,6,2,6,3,1,5,2,3,1,3,2,6,2,3,3,4,2,3,3,5,1,3,1,3,5,0,1,2,1,1,1,2,1,3,2,1,0,1,1,1,0,0,0,2,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0
vegetable gardeners container bible how to grow a bounty of food in pots tubs and other containers,635,609,6.749769774,4.006944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,34,33,13,16,6,3,12,2,7,9,9,12,14,11,6,7,3,9,8,2,3,7,11,19,16,16,10,3,10,7,4,4,4,8,12,11,13,6,5,4,3,3,4,0,2,6,10,10,8,3,7,6,0,2,0,2,2,2,6,6,9,2,5,2,5,1,4,2,0,3,5,5,8,1,1,2,1,1,0,1,0
joy of vegan baking the compassionate cooks traditional treats and sinful sweets,641.5636,604,5.743125345,4.152777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,10,17,17,17,8,22,13,17,18,13,13,18,9,26,9,21,15,14,13,7,10,19,5,10,9,8,7,10,9,7,5,3,1,5,6,10,8,11,6,2,1,1,4,2,4,4,4,4,3,3,3,3,5,3,2,3,7,1,3,3,2,4,4,1,0,3,2,4,2,1,1,1,2,0,1,1,2,1,1,0,1,0,0,0,2,0,0,0,1,1,0,0,2,2,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1
Moosewood Restaurant cooking for health more than 200 new vegetarian and vegan recipes for delicious and nutrient rich dishes,641.5636,590,6.29610809,4.048611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,21,18,17,24,22,26,30,16,14,17,15,20,14,8,23,4,12,12,4,0,3,4,5,4,8,3,4,7,5,3,6,4,5,4,5,2,3,3,4,4,3,5,3,2,4,4,4,5,1,5,3,4,1,4,4,3,4,1,2,3,3,3,2,3,2,1,5,5,2,4,1,2,2,2,2,2,0,4,2,2,2,2,1,2,1,2,0,2,1,1,2,0,1,2,1,1
Raised bed vegetable gardening made simple the three module home vegetable garden,635,590,6.158739313,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,18,12,10,16,8,9,7,18,21,26,19,15,7,17,9,11,5,1,4,4,10,12,10,10,8,9,5,3,3,2,2,4,6,13,12,8,9,7,6,5,6,0,3,2,9,12,4,4,2,3,1,5,1,1,1,3,5,11,2,6,7,2,4,3,0,0,0,1,3,5,2,2,0,2,0,0,3,0,2,0,1,2,1,1,1,2,1,1,2,1,0
vegetables we eat,635,587,2.868246095,4.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,8,3,9,8,5,3,4,7,7,6,6,4,3,7,7,9,4,7,5,4,2,8,1,8,8,4,6,8,7,4,9,5,2,0,7,5,8,1,10,6,9,9,6,8,2,3,2,3,2,3,3,3,4,3,3,3,5,1,5,4,3,2,5,2,4,5,5,1,3,3,4,1,3,0,3,3,6,3,9,2,6,3,7,6,4,2,3,5,9,5,4,4,2,3,7,4,1,3,4,5,5,5,5,3,4,3,9,4,9,1,3,3,5,6,3,6,5,5,7,2,3,1
Vegan on the cheap great recipes and simple strategies that save you time and money,641.5636,582,6.876021504,4.006944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,14,20,30,30,22,27,21,29,22,24,28,18,9,5,8,6,6,8,3,9,7,5,6,4,4,5,3,4,4,7,6,5,5,3,7,3,5,7,6,4,4,3,2,3,1,7,5,6,3,5,3,2,3,2,4,2,3,1,3,4,4,3,3,2,3,1,5,0,1,2,0,0,1,2,1,1,0,0,1,0,0,0,0,0,2,1,0,1,1
Madhur Jaffreys world vegetarian,641.5636,580,3.880042525,3.965277778,3,5,2,4,5,1,10,4,1,0,5,1,1,5,5,3,2,5,5,4,0,1,22,14,14,11,13,12,5,5,12,5,4,9,8,7,12,18,10,9,6,8,9,10,1,4,2,6,7,0,2,5,5,14,7,6,6,11,4,7,9,4,9,7,4,5,2,0,1,1,4,6,2,5,5,4,5,2,1,1,6,1,2,2,4,3,2,2,1,2,3,1,2,1,3,3,3,2,4,1,1,2,5,1,3,1,3,1,0,2,2,2,1,3,0,5,2,2,2,0,2,1,1,1,1,0,2,2,2,3,1,0,2,0,1,1,0,0,0,2,0,2,2,0
Food grown right in your backyard a beginners guide to growing crops at home,635,577,5.853092575,4.006944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,16,23,17,20,16,9,15,15,16,15,17,11,9,11,8,10,2,3,12,10,15,11,10,6,9,2,4,4,6,3,7,11,9,10,15,6,3,3,7,4,1,2,10,10,11,10,4,7,4,4,2,1,4,3,6,7,6,7,10,3,6,5,4,2,0,0
Square foot gardening a new way to garden in less space with less work,635,572,6.893292574,3.916666667,9,8,12,4,15,8,3,8,5,7,0,0,5,8,11,8,1,7,3,12,4,3,2,8,9,11,10,21,3,14,16,19,14,11,8,8,19,13,15,20,32,16,21,32,19,24,6,10,23,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meat lovers meatless cookbook vegetarian recipes carnivores will devour,641.5636,568,8.724187701,3.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,28,30,27,37,41,48,36,28,23,4,9,3,3,9,4,6,6,8,5,5,4,6,2,8,6,14,5,6,5,7,4,5,2,0,1,4,3,2,2,1,3,1,1,2,3,2,1,1,3,1,0,2,2,1,1,2,3,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,3,1,0,0
Living raw food get the glow with more recipes from Pure Food and Wine,641.5636,559,6.570308144,3.798611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,29,31,22,25,18,14,19,17,15,17,12,15,19,11,10,8,18,6,16,15,8,12,10,6,4,3,3,5,5,4,3,6,5,6,2,1,3,2,2,5,1,6,3,3,3,3,5,3,3,1,5,4,2,3,4,0,2,2,1,1,0,2,0,0,1,2,0,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0
Appetite for reduction 125 fast filling low fat vegan recipes,641.5636,549,8.618974027,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43,43,55,22,38,15,8,9,3,4,5,10,8,5,6,5,6,4,6,9,4,2,3,10,3,7,5,6,12,5,5,5,3,5,8,9,5,3,4,4,4,5,3,4,2,4,4,2,4,2,4,3,2,2,2,2,1,2,3,4,2,3,2,0,0,0,1,0,2,2,0,0,1,2,1,1,0,2,1,1,0,0,1
informed gardener,635,548,6.921383232,3.756944444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,28,30,38,27,34,15,10,16,11,13,9,14,7,6,4,7,16,8,3,3,7,20,10,9,9,5,6,7,7,3,3,5,4,8,5,6,9,3,2,1,2,0,0,5,2,6,3,3,2,4,1,0,0,2,0,1,0,4,1,0,1,0,2,1,0,0,1,2,0,2,0,4,1,0,1,3,1,0,0,0,1,2,0,2,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
Against all grain delectable paleo recipes to eat well feel great more than 150 gluten free grain free and dairy free recipes for daily life,641.5637,548,6.156783487,3.805555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,20,17,16,16,20,17,20,17,16,12,15,19,14,15,16,13,16,20,16,16,13,9,12,14,2,8,4,6,10,14,5,10,7,8,7,4,6,2,7,5,6,8,4,2,4,2,2,3,3,0
Barnyard in your backyard a beginners guide to raising chickens ducks geese rabbits goats sheep and cattle,636,547,5.278597143,3.756944444,6,7,8,3,2,9,7,0,3,9,4,2,9,8,13,4,12,8,6,7,16,10,3,4,7,12,10,20,13,7,19,12,19,6,11,11,15,9,11,12,14,19,16,7,7,8,3,8,7,9,10,7,11,14,12,4,4,7,9,0,4,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegan brunch homestyle recipes worth waking up for from asparagus omelets to pumpkin pancakes,641.5636,544,6.123974154,3.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,16,11,21,35,26,29,17,18,18,10,21,15,12,7,13,11,1,7,11,10,10,9,5,2,7,7,4,4,4,4,7,4,8,4,5,1,7,1,3,5,4,3,4,3,4,3,5,1,4,4,4,3,2,4,3,4,4,4,1,1,1,1,1,2,1,0,1,0,1,3,1,3,2,0,1,1,1,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
master your metabolism cookbook,641.5635,527,7.344499736,3.548611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,46,20,32,16,39,18,17,13,14,17,18,15,19,7,7,4,5,6,8,9,7,8,7,4,4,4,7,2,2,5,1,6,3,7,4,0,5,5,3,3,3,4,4,4,0,2,3,2,3,1,0,1,2,1,1,4,3,0,1,2,0,1,0,1,2,0,1,2,1,2,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
farm to table cookbook the art of eating locally,641.5636,525,6.256275016,3.576388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,21,34,21,28,7,23,9,16,12,14,4,15,8,6,11,11,5,7,5,10,7,6,3,6,2,10,5,4,9,4,9,5,3,5,3,1,1,5,4,1,3,2,2,2,4,3,3,3,2,6,2,2,4,1,1,3,1,5,3,1,3,5,5,2,2,3,1,0,3,1,1,3,3,3,3,1,0,2,1,1,2,1,1,2,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Vegan lunch box 150 amazing animal free lunches kids and grown ups will love,641.5636,519,5.955285339,3.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,20,20,12,10,18,21,11,21,14,26,21,15,12,10,16,9,16,11,11,9,12,12,17,2,7,5,3,9,5,6,6,8,3,5,1,3,3,5,0,1,1,2,2,2,0,2,1,3,3,1,0,1,2,0,2,1,0,1,1,4,3,2,0,1,1,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2,0,0,1,2,0,0,1,1,0,0,1,1,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1
Perennial vegetables from artichoke to zuiki taro a gardeners guide to over 100 delicious easy to grow edibles,635,513,4.688903895,3.513888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,11,9,7,5,5,7,11,15,6,13,7,2,8,4,5,1,9,5,13,10,10,6,11,15,5,6,2,2,8,7,9,15,18,3,5,0,2,0,3,2,4,6,18,6,23,15,21,6,3,4,1,0,3,2,1,2,2,1,3,1,3,2,1,1,1,0,3,2,3,1,4,2,0,0,2,1,2,2,2,1,2,0,0,2,1,1,1,1,1,1,1,1,1,2,0,2,1,0,1,1,0,1,1,1,1,1,0,0,2,3,3,3,1,1,0,1,1,1,1,1,1,0,1,0
VB6 cookbook more than 350 recipes for healthy vegan meals all day and delicious flexitarian dinners at night,641.5636,509,6.171118377,3.534722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,21,17,19,23,15,11,18,12,11,22,7,13,8,15,10,7,14,15,13,7,15,9,8,12,15,12,9,9,9,11,9,3,7,7,7,5,8,6,8,11,2,2
River cottage veg 200 inspired vegetable recipes,641.5636,503,6.091374766,3.493055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,27,25,21,21,21,26,13,25,16,7,12,9,11,12,11,10,7,12,11,9,7,6,5,7,9,9,9,5,4,7,4,9,6,11,9,1,6,5,3,7,4,1,4,3,6,3,5,0,6,3,2,1,2
Flat belly diet cookbook,641.5635,495,6.384892419,3.326388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,28,27,10,28,35,30,17,13,10,8,11,11,6,6,13,9,4,12,0,6,4,11,3,1,4,2,3,2,0,5,9,1,1,4,3,0,4,1,1,6,2,6,2,2,1,2,1,5,1,0,1,3,1,1,6,3,2,3,4,0,1,3,2,3,2,3,3,2,5,2,2,0,1,0,2,2,0,0,0,0,0,1,1,2,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0
vegan slow cooker simply set it and go with 150 recipes for intensely flavorful fuss free fare everyone vegan or not will devour,641.5636,493,4.578117397,3.423611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,15,15,10,10,15,10,5,13,12,15,18,13,5,10,5,17,6,10,12,13,8,10,11,10,12,9,4,3,8,5,5,7,3,9,4,3,5,6,4,4,4,1,8,5,6,4,9,8,3,4,1,4,1,3,3,7,4,2,8,3,1,3,2,5,3,6,3,3,1,1
Eat drink weigh less a flexible and delicious way to shrink your waist without going hungry,641.5635,493,4.398823746,3.416666667,0,0,0,0,11,13,10,7,12,11,12,5,4,12,10,14,12,10,10,14,4,6,18,12,18,6,14,11,13,13,9,10,7,1,4,7,5,7,3,7,2,4,4,3,3,3,3,2,3,7,8,9,5,6,3,1,3,6,1,2,3,4,2,9,1,0,2,2,3,0,0,0,0,2,1,2,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,3,4,4,1,0,2,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,2,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
very best of recipes for health 250 recipes and more from the popular feature on NYTimes com,641.5636,490,5.685792316,3.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,26,27,27,25,22,19,14,10,4,3,8,7,3,6,7,4,6,7,5,5,2,5,6,5,5,6,6,8,3,4,2,5,8,9,1,4,6,7,7,6,6,3,6,1,4,2,4,3,1,4,2,2,4,3,4,2,3,2,3,2,0,2,3,0,0,3,2,0,1,3,2,1,2,0,3,1,0,0,2,1,3,2,1,0,0
Cook 1 0 a fresh approach to the vegetarian kitchen breakfast lunch dinner,641.5636,484,3.54984487,3.333333333,4,1,1,3,1,3,0,0,4,2,5,3,0,2,5,5,4,3,9,2,7,3,3,2,5,6,3,5,7,9,6,8,4,4,5,6,3,8,9,17,7,6,13,5,4,5,0,6,13,2,4,4,10,10,15,7,3,4,13,5,6,1,12,5,16,9,11,7,4,4,5,2,2,4,1,2,2,1,2,3,2,1,3,2,2,4,3,2,1,2,2,1,2,4,2,1,2,2,0,0,1,2,0,0,0,0,0,0,1,0,2,0,1,1,0,1,2,1,0,1,2,1,1,2,0,2,0,0,1,1,0,0,2,3,1,0,0,0,0,0,0,1,0,0
Cook yourself thin skinny meals you can make in minutes,641.5635,483,8.132629703,3.236111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,29,24,48,42,25,20,11,15,11,11,10,9,9,2,8,4,8,8,8,9,9,4,3,4,2,2,3,4,1,3,1,2,4,2,1,4,2,2,0,0,1,1,1,1,3,2,3,2,0,3,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
